pipeline,resource,organisation,value,entity
brownfield-land,,local-authority-eng:SBU,SB0005,1700048
brownfield-land,,local-authority-eng:SBU,SB0032,1700049
brownfield-land,,local-authority-eng:SBU,SB0034,1700050
brownfield-land,,local-authority-eng:SBU,SB0043,1700051
brownfield-land,,local-authority-eng:SBU,SB0055,1700052
brownfield-land,,local-authority-eng:SBU,SB0285,1700053
brownfield-land,,local-authority-eng:SBU,SB0320,1700054
brownfield-land,,local-authority-eng:SBU,SB0339,1700055
brownfield-land,,local-authority-eng:SBU,SB0387,1700056
brownfield-land,,local-authority-eng:SBU,SB0391,1700057
brownfield-land,,local-authority-eng:SBU,SB0418,1700058
brownfield-land,,local-authority-eng:SBU,SB0419,1700059
brownfield-land,,local-authority-eng:SBU,SB0421,1700060
brownfield-land,,local-authority-eng:SBU,SB0428,1700061
brownfield-land,,local-authority-eng:SBU,SB0443,1700062
brownfield-land,,local-authority-eng:SBU,SB0444,1700063
brownfield-land,,local-authority-eng:SBU,SB0446,1700064
brownfield-land,,local-authority-eng:SBU,SB0451,1700065
brownfield-land,,local-authority-eng:SBU,SB0452,1700066
brownfield-land,,local-authority-eng:SBU,SB0453,1700067
brownfield-land,,local-authority-eng:SBU,SB0454,1700068
brownfield-land,,local-authority-eng:SBU,SB0455,1700069
brownfield-land,,local-authority-eng:GOS,BR2,1700070
brownfield-land,,local-authority-eng:GOS,BR3,1700071
brownfield-land,,local-authority-eng:GOS,BR8,1700072
brownfield-land,,local-authority-eng:GOS,BR9,1700073
brownfield-land,,local-authority-eng:GOS,BR11,1700074
brownfield-land,,local-authority-eng:GOS,BR14,1700075
brownfield-land,,local-authority-eng:GOS,BR16,1700076
brownfield-land,,local-authority-eng:GOS,BR17,1700077
brownfield-land,,local-authority-eng:GOS,BR18,1700078
brownfield-land,,local-authority-eng:GOS,BR21,1700079
brownfield-land,,local-authority-eng:GOS,BR22,1700080
brownfield-land,,local-authority-eng:GOS,BR23,1700081
brownfield-land,,local-authority-eng:GOS,BR24,1700082
brownfield-land,,local-authority-eng:GOS,BR25,1700083
brownfield-land,,local-authority-eng:GOS,BR26,1700084
brownfield-land,,local-authority-eng:GOS,BR27,1700085
brownfield-land,,local-authority-eng:GOS,BR28,1700086
brownfield-land,,local-authority-eng:GOS,BR31,1700087
brownfield-land,,local-authority-eng:GOS,BR32,1700088
brownfield-land,,local-authority-eng:GOS,BR33,1700089
brownfield-land,,local-authority-eng:GOS,BR34,1700090
brownfield-land,,local-authority-eng:GOS,BR36,1700091
brownfield-land,,local-authority-eng:GOS,BR37,1700092
brownfield-land,,local-authority-eng:COP,CBR001,1700093
brownfield-land,,local-authority-eng:COP,CBR003,1700094
brownfield-land,,local-authority-eng:COP,CBR004,1700095
brownfield-land,,local-authority-eng:COP,CBR005,1700096
brownfield-land,,local-authority-eng:COP,CBR006,1700097
brownfield-land,,local-authority-eng:COP,CBR007,1700098
brownfield-land,,local-authority-eng:COP,CBR008,1700099
brownfield-land,,local-authority-eng:COP,CBR009,1700100
brownfield-land,,local-authority-eng:COP,CBR010,1700101
brownfield-land,,local-authority-eng:COP,CBR011,1700102
brownfield-land,,local-authority-eng:COP,CBR012,1700103
brownfield-land,,local-authority-eng:COP,CBR013,1700104
brownfield-land,,local-authority-eng:COP,CBR014,1700105
brownfield-land,,local-authority-eng:COP,CBR015,1700106
brownfield-land,,local-authority-eng:COP,CBR016,1700107
brownfield-land,,local-authority-eng:COP,CBR017,1700108
brownfield-land,,local-authority-eng:COP,CBR018,1700109
brownfield-land,,local-authority-eng:COP,CBR019,1700110
brownfield-land,,local-authority-eng:COP,CBR020,1700111
brownfield-land,,local-authority-eng:COP,CBR021,1700112
brownfield-land,,local-authority-eng:COP,CBR022,1700113
brownfield-land,,local-authority-eng:COP,CBR023,1700114
brownfield-land,,local-authority-eng:COP,CBR024,1700115
brownfield-land,,local-authority-eng:TAW,BR011,1700116
brownfield-land,,local-authority-eng:TAW,BR039,1700117
brownfield-land,,local-authority-eng:TAW,BR007,1700118
brownfield-land,,local-authority-eng:TAW,BR010,1700119
brownfield-land,,local-authority-eng:TAW,BR005,1700120
brownfield-land,,local-authority-eng:TAW,BR001,1700121
brownfield-land,,local-authority-eng:TAW,BR008,1700122
brownfield-land,,local-authority-eng:TAW,BR004,1700123
brownfield-land,,local-authority-eng:TAW,BR002,1700124
brownfield-land,,local-authority-eng:TAW,BR009,1700125
brownfield-land,,local-authority-eng:TAW,BR003,1700126
brownfield-land,,local-authority-eng:TAW,BR006,1700127
brownfield-land,,local-authority-eng:TAW,BR012,1700128
brownfield-land,,local-authority-eng:TAW,BR013,1700129
brownfield-land,,local-authority-eng:TAW,BR014,1700130
brownfield-land,,local-authority-eng:TAW,BR015,1700131
brownfield-land,,local-authority-eng:TAW,BR016,1700132
brownfield-land,,local-authority-eng:TAW,BR018,1700133
brownfield-land,,local-authority-eng:TAW,BR019,1700134
brownfield-land,,local-authority-eng:TAW,BR020,1700135
brownfield-land,,local-authority-eng:TAW,BR021,1700136
brownfield-land,,local-authority-eng:TAW,BR022,1700137
brownfield-land,,local-authority-eng:TAW,BR023,1700138
brownfield-land,,local-authority-eng:TAW,BR024,1700139
brownfield-land,,local-authority-eng:TAW,BR025,1700140
brownfield-land,,local-authority-eng:TAW,BR026,1700141
brownfield-land,,local-authority-eng:TAW,BR027,1700142
brownfield-land,,local-authority-eng:TAW,BR028,1700143
brownfield-land,,local-authority-eng:TAW,BR017,1700144
brownfield-land,,local-authority-eng:TAW,BR029,1700145
brownfield-land,,local-authority-eng:TAW,BR030,1700146
brownfield-land,,local-authority-eng:TAW,BR031,1700147
brownfield-land,,local-authority-eng:TAW,BR032,1700148
brownfield-land,,local-authority-eng:TAW,BR033,1700149
brownfield-land,,local-authority-eng:TAW,BR034,1700150
brownfield-land,,local-authority-eng:TAW,BR035,1700151
brownfield-land,,local-authority-eng:TAW,BR036,1700152
brownfield-land,,local-authority-eng:TAW,BR037,1700153
brownfield-land,,local-authority-eng:TAW,BR038,1700154
brownfield-land,,local-authority-eng:DAV,DA/2016/0800,1700155
brownfield-land,,local-authority-eng:DAV,DA/2015/1114,1700156
brownfield-land,,local-authority-eng:DAV,DA/2016/0518,1700157
brownfield-land,,local-authority-eng:DAV,DA/2016/0689,1700158
brownfield-land,,local-authority-eng:DAV,DA/2015/0183,1700159
brownfield-land,,local-authority-eng:DAV,PD/2017/0028,1700160
brownfield-land,,local-authority-eng:DAV,DA/2013/0066,1700161
brownfield-land,,local-authority-eng:DAV,DA/2018/0701,1700162
brownfield-land,,local-authority-eng:SSO,E/ABTE/0001/10,1700163
brownfield-land,,local-authority-eng:SSO,E/ABTE/0013,1700164
brownfield-land,,local-authority-eng:SSO,E/ANSF/0010/,1700165
brownfield-land,,local-authority-eng:SSO,E/CACA/1101,1700166
brownfield-land,,local-authority-eng:SSO,E/CACA/B001,1700167
brownfield-land,,local-authority-eng:SSO,E/LIMI/B001,1700168
brownfield-land,,local-authority-eng:SSO,E/LOVI/B003,1700169
brownfield-land,,local-authority-eng:SSO,E/NOCA/B001,1700170
brownfield-land,,local-authority-eng:SSO,E/SPAR/0005/,1700171
brownfield-land,,local-authority-eng:SSO,E/WINC/0007/,1700172
brownfield-land,,local-authority-eng:SSO,E/WINC/B001,1700173
brownfield-land,,local-authority-eng:SSO,N/HAWE/B001,1700174
brownfield-land,,local-authority-eng:SSO,N/HEUP/B001,1700175
brownfield-land,,local-authority-eng:SSO,N/MART/0005,1700176
brownfield-land,,local-authority-eng:SSO,N/MART/B001,1700177
brownfield-land,,local-authority-eng:SSO,N/SOME/0800,1700178
brownfield-land,,local-authority-eng:SSO,N/SOME/B001,1700179
brownfield-land,,local-authority-eng:SSO,N/SOPE/0013,1700180
brownfield-land,,local-authority-eng:SSO,S/BRYM/0004/,1700181
brownfield-land,,local-authority-eng:SSO,S/BRYM/0501,1700182
brownfield-land,,local-authority-eng:SSO,S/ODCO/1101/,1700183
brownfield-land,,local-authority-eng:SSO,S/YEOV/0005,1700184
brownfield-land,,local-authority-eng:SSO,S/YEOV/0008,1700185
brownfield-land,,local-authority-eng:SSO,S/YEOV/1300/,1700186
brownfield-land,,local-authority-eng:SSO,S/YEOV/1302/,1700187
brownfield-land,,local-authority-eng:SSO,S/YEOV/1303/,1700188
brownfield-land,,local-authority-eng:SSO,S/YEOV/B001,1700189
brownfield-land,,local-authority-eng:SSO,S/YEOV/B002,1700190
brownfield-land,,local-authority-eng:SSO,S/YEOV/B009,1700191
brownfield-land,,local-authority-eng:SSO,S/YEOV/B010,1700192
brownfield-land,,local-authority-eng:SSO,S/YEOV/B011,1700193
brownfield-land,,local-authority-eng:SSO,S/YEOV/B012,1700194
brownfield-land,,local-authority-eng:SSO,W/CHAR/0019/,1700195
brownfield-land,,local-authority-eng:SSO,W/CHAR/B001,1700196
brownfield-land,,local-authority-eng:SSO,W/CHAR/B002,1700197
brownfield-land,,local-authority-eng:SSO,W/CHAR/B003,1700198
brownfield-land,,local-authority-eng:SSO,W/CREW/B001,1700199
brownfield-land,,local-authority-eng:SSO,W/CREW/B002,1700200
brownfield-land,,local-authority-eng:SSO,W/CREW/B003,1700201
brownfield-land,,local-authority-eng:SSO,W/CREW/B033,1700202
brownfield-land,,local-authority-eng:SSO,W/ILMI/0016,1700203
brownfield-land,,local-authority-eng:SSO,W/ILMI/0022,1700204
brownfield-land,,local-authority-eng:SSO,W/ILMI/B001,1700205
brownfield-land,,local-authority-eng:SSO,W/ILMI/B002,1700206
brownfield-land,,local-authority-eng:SSO,W/ILMI/B003,1700207
brownfield-land,,local-authority-eng:SSO,W/MERR/B001,1700208
brownfield-land,,local-authority-eng:SSO,W/MIST/1200/,1700209
brownfield-land,,local-authority-eng:ROT,BR0002,1700210
brownfield-land,,local-authority-eng:ROT,BR0004,1700211
brownfield-land,,local-authority-eng:ROT,BR0005,1700212
brownfield-land,,local-authority-eng:ROT,BR0006,1700213
brownfield-land,,local-authority-eng:ROT,BR0008,1700214
brownfield-land,,local-authority-eng:ROT,BR0009,1700215
brownfield-land,,local-authority-eng:ROT,BR0010,1700216
brownfield-land,,local-authority-eng:ROT,BR0011,1700217
brownfield-land,,local-authority-eng:ROT,BR0012,1700218
brownfield-land,,local-authority-eng:ROT,BR0013,1700219
brownfield-land,,local-authority-eng:ROT,BR0014,1700220
brownfield-land,,local-authority-eng:ROT,BR0018,1700221
brownfield-land,,local-authority-eng:ROT,BR0019,1700222
brownfield-land,,local-authority-eng:ROT,BR0020,1700223
brownfield-land,,local-authority-eng:ROT,BR0021,1700224
brownfield-land,,local-authority-eng:ROT,BR0022,1700225
brownfield-land,,local-authority-eng:ROT,BR0024,1700226
brownfield-land,,local-authority-eng:ROT,BR0025,1700227
brownfield-land,,local-authority-eng:ROT,BR0027,1700228
brownfield-land,,local-authority-eng:ROT,BR0028,1700229
brownfield-land,,local-authority-eng:ROT,BR0030,1700230
brownfield-land,,local-authority-eng:ROT,BR0031,1700231
brownfield-land,,local-authority-eng:ROT,BR0032,1700232
brownfield-land,,local-authority-eng:ROT,BR0033,1700233
brownfield-land,,local-authority-eng:ROT,BR0035,1700234
brownfield-land,,local-authority-eng:ROT,BR0036,1700235
brownfield-land,,local-authority-eng:ROT,BR0037,1700236
brownfield-land,,local-authority-eng:ROT,BR0041,1700237
brownfield-land,,local-authority-eng:ROT,BR0044,1700238
brownfield-land,,local-authority-eng:ROT,BR0047,1700239
brownfield-land,,local-authority-eng:ROT,BR0049,1700240
brownfield-land,,local-authority-eng:ROT,BR0050,1700241
brownfield-land,,local-authority-eng:ROT,BR0051,1700242
brownfield-land,,local-authority-eng:ROT,BR0054,1700243
brownfield-land,,local-authority-eng:ROT,BR0055,1700244
brownfield-land,,local-authority-eng:ROT,BR0057,1700245
brownfield-land,,local-authority-eng:ROT,BR0058,1700246
brownfield-land,,local-authority-eng:ROT,BR0059,1700247
brownfield-land,,local-authority-eng:ROT,BR0060,1700248
brownfield-land,,local-authority-eng:ROT,BR0061,1700249
brownfield-land,,local-authority-eng:ROT,BR0062,1700250
brownfield-land,,local-authority-eng:ROT,BR0042,1700251
brownfield-land,,local-authority-eng:ROT,BR0015,1700252
brownfield-land,,local-authority-eng:ROT,BR0023,1700253
brownfield-land,,local-authority-eng:ROT,BR0038,1700254
brownfield-land,,local-authority-eng:ROT,BR0052,1700255
brownfield-land,,local-authority-eng:ROT,BR0053,1700256
brownfield-land,,local-authority-eng:ROT,BR0063,1700257
brownfield-land,,local-authority-eng:ROT,BR0064,1700258
brownfield-land,,local-authority-eng:ROT,BR0065,1700259
brownfield-land,,local-authority-eng:ROT,BR0066,1700260
brownfield-land,,local-authority-eng:ROT,BR0067,1700261
brownfield-land,,local-authority-eng:ROT,BR0069,1700262
brownfield-land,,local-authority-eng:ROT,BR0070,1700263
brownfield-land,,local-authority-eng:ROT,BR0071,1700264
brownfield-land,,local-authority-eng:ROT,BR0072,1700265
brownfield-land,,local-authority-eng:ROT,BR0073,1700266
brownfield-land,,local-authority-eng:ROT,BR0074,1700267
brownfield-land,,local-authority-eng:ROT,BR0082,1700268
brownfield-land,,local-authority-eng:ROT,BR0077,1700269
brownfield-land,,local-authority-eng:ROT,BR0080,1700270
brownfield-land,,local-authority-eng:ROT,BR0081,1700271
brownfield-land,,local-authority-eng:ROT,BR0078,1700272
brownfield-land,,local-authority-eng:ROT,BR0079,1700273
brownfield-land,,local-authority-eng:ROT,BR0075,1700274
brownfield-land,,local-authority-eng:ROT,BR0083,1700275
brownfield-land,,local-authority-eng:ROT,BR0084,1700276
brownfield-land,,local-authority-eng:ROT,BR0085,1700277
brownfield-land,,local-authority-eng:ROT,BR0086,1700278
brownfield-land,,local-authority-eng:ROT,BR0087,1700279
brownfield-land,,local-authority-eng:ROT,BR0088,1700280
brownfield-land,,local-authority-eng:RIC,RBR/17/0001,1700281
brownfield-land,,local-authority-eng:RIC,RBR/17/0002,1700282
brownfield-land,,local-authority-eng:RIC,RBR/17/0006,1700283
brownfield-land,,local-authority-eng:RIC,RBR/17/0007,1700284
brownfield-land,,local-authority-eng:RIC,RBR/17/0008,1700285
brownfield-land,,local-authority-eng:RIC,RBR/17/0009,1700286
brownfield-land,,local-authority-eng:RIC,RBR/17/0011,1700287
brownfield-land,,local-authority-eng:RIC,RBR/17/0012,1700288
brownfield-land,,local-authority-eng:RIC,RBR/17/0014,1700289
brownfield-land,,local-authority-eng:RIC,RBR/17/0015,1700290
brownfield-land,,local-authority-eng:RIC,RBR/17/0016,1700291
brownfield-land,,local-authority-eng:RIC,RBR/17/0017,1700292
brownfield-land,,local-authority-eng:RIC,RBR/17/0018,1700293
brownfield-land,,local-authority-eng:RIC,RBR/17/0019,1700294
brownfield-land,,local-authority-eng:RIC,RBR/17/0020,1700295
brownfield-land,,local-authority-eng:RIC,RBR/17/0021,1700296
brownfield-land,,local-authority-eng:RIC,RBR/17/0022,1700297
brownfield-land,,local-authority-eng:RIC,RBR/17/0023,1700298
brownfield-land,,local-authority-eng:RIC,RBR/17/0024,1700299
brownfield-land,,local-authority-eng:RIC,RBR/17/0025,1700300
brownfield-land,,local-authority-eng:RIC,RBR/17/0026,1700301
brownfield-land,,local-authority-eng:RIC,RBR/17/0027,1700302
brownfield-land,,local-authority-eng:RIC,RBR/17/0028,1700303
brownfield-land,,local-authority-eng:RIC,RBR/17/0029,1700304
brownfield-land,,local-authority-eng:RIC,RBR/17/0030,1700305
brownfield-land,,local-authority-eng:RIC,RBR/17/0031,1700306
brownfield-land,,local-authority-eng:RIC,RBR/17/0032,1700307
brownfield-land,,local-authority-eng:RIC,RBR/17/0033,1700308
brownfield-land,,local-authority-eng:RIC,RBR/17/0034,1700309
brownfield-land,,local-authority-eng:RIC,RBR/17/0035,1700310
brownfield-land,,local-authority-eng:RIC,RBR/17/0036,1700311
brownfield-land,,local-authority-eng:RIC,RBR/17/0037,1700312
brownfield-land,,local-authority-eng:RIC,RBR/17/0038,1700313
brownfield-land,,local-authority-eng:RIC,RBR/17/0039,1700314
brownfield-land,,local-authority-eng:RIC,RBR/17/0040,1700315
brownfield-land,,local-authority-eng:RIC,RBR/17/0041,1700316
brownfield-land,,local-authority-eng:RIC,RBR/17/0043,1700317
brownfield-land,,local-authority-eng:RIC,RBR/17/0042,1700318
brownfield-land,,local-authority-eng:RIC,RBR/17/0044,1700319
brownfield-land,,local-authority-eng:RIC,RBR/17/0045,1700320
brownfield-land,,local-authority-eng:RIC,RBR/17/0046,1700321
brownfield-land,,local-authority-eng:RIC,RBR/17/0047,1700322
brownfield-land,,local-authority-eng:RIC,RBR/17/0048,1700323
brownfield-land,,local-authority-eng:RIC,RBR/17/0049,1700324
brownfield-land,,local-authority-eng:RIC,RBR/17/0050,1700325
brownfield-land,,local-authority-eng:RIC,RBR/17/0051,1700326
brownfield-land,,local-authority-eng:RIC,RBR/17/0052,1700327
brownfield-land,,local-authority-eng:RIC,RBR/17/0053,1700328
brownfield-land,,local-authority-eng:RIC,RBR/17/0055,1700329
brownfield-land,,local-authority-eng:RIC,RBR/17/0054,1700330
brownfield-land,,local-authority-eng:SNR,BFL 1,1700331
brownfield-land,,local-authority-eng:SNR,BFL 2,1700332
brownfield-land,,local-authority-eng:SNR,BFL 4,1700333
brownfield-land,,local-authority-eng:SNR,BFL 6,1700334
brownfield-land,,local-authority-eng:SNR,BFL 11,1700335
brownfield-land,,local-authority-eng:SNR,BFL 13,1700336
brownfield-land,,local-authority-eng:SNR,BFL 15,1700337
brownfield-land,,local-authority-eng:SNR,BFL 16,1700338
brownfield-land,,local-authority-eng:SNR,BFL 17,1700339
brownfield-land,,local-authority-eng:SNR,BFL 19,1700340
brownfield-land,,local-authority-eng:SNR,BFL 20,1700341
brownfield-land,,local-authority-eng:SNR,BFL 21,1700342
brownfield-land,,local-authority-eng:SNR,BFL 22,1700343
brownfield-land,,local-authority-eng:SNR,BFL 24,1700344
brownfield-land,,local-authority-eng:SNR,BFL 26,1700345
brownfield-land,,local-authority-eng:SNR,BFL 27,1700346
brownfield-land,,local-authority-eng:BBD,1,1700347
brownfield-land,,local-authority-eng:BBD,2,1700348
brownfield-land,,local-authority-eng:BBD,3,1700349
brownfield-land,,local-authority-eng:BBD,4,1700350
brownfield-land,,local-authority-eng:BBD,5,1700351
brownfield-land,,local-authority-eng:BBD,6,1700352
brownfield-land,,local-authority-eng:BBD,7,1700353
brownfield-land,,local-authority-eng:BBD,8,1700354
brownfield-land,,local-authority-eng:BBD,9,1700355
brownfield-land,,local-authority-eng:BBD,10,1700356
brownfield-land,,local-authority-eng:BBD,11,1700357
brownfield-land,,local-authority-eng:BBD,12,1700358
brownfield-land,,local-authority-eng:BBD,13,1700359
brownfield-land,,local-authority-eng:BBD,14,1700360
brownfield-land,,local-authority-eng:BBD,15,1700361
brownfield-land,,local-authority-eng:BBD,16,1700362
brownfield-land,,local-authority-eng:PTE,PDL/0001/17,1700363
brownfield-land,,local-authority-eng:PTE,PDL/0002/17,1700364
brownfield-land,,local-authority-eng:PTE,PDL/0003/17,1700365
brownfield-land,,local-authority-eng:PTE,PDL/0004/17,1700366
brownfield-land,,local-authority-eng:PTE,PDL/0005/17,1700367
brownfield-land,,local-authority-eng:PTE,PDL/0006/17,1700368
brownfield-land,,local-authority-eng:PTE,PDL/0007/17,1700369
brownfield-land,,local-authority-eng:PTE,PDL/0008/17,1700370
brownfield-land,,local-authority-eng:PTE,PDL/0009/17,1700371
brownfield-land,,local-authority-eng:PTE,PDL/0010/17,1700372
brownfield-land,,local-authority-eng:PTE,PDL/0011/17,1700373
brownfield-land,,local-authority-eng:PTE,PDL/0012/17,1700374
brownfield-land,,local-authority-eng:PTE,PDL/0014/17,1700375
brownfield-land,,local-authority-eng:PTE,PDL/0015/17,1700376
brownfield-land,,local-authority-eng:PTE,PDL/0016/17,1700377
brownfield-land,,local-authority-eng:PTE,PDL/0017/17,1700378
brownfield-land,,local-authority-eng:PTE,PDL/0018/17,1700379
brownfield-land,,local-authority-eng:PTE,PDL/0019/17,1700380
brownfield-land,,local-authority-eng:PTE,PDL/0020/17,1700381
brownfield-land,,local-authority-eng:PTE,PDL/0021/17,1700382
brownfield-land,,local-authority-eng:PTE,PDL/0022/17,1700383
brownfield-land,,local-authority-eng:PTE,PDL/0023/17,1700384
brownfield-land,,local-authority-eng:PTE,PDL/0024/17,1700385
brownfield-land,,local-authority-eng:PTE,PDL/0025/17,1700386
brownfield-land,,local-authority-eng:PTE,PDL/0026/17,1700387
brownfield-land,,local-authority-eng:PTE,PDL/0027/17,1700388
brownfield-land,,local-authority-eng:PTE,PDL/0028/17,1700389
brownfield-land,,local-authority-eng:PTE,PDL/0029/17,1700390
brownfield-land,,local-authority-eng:PTE,PDL/0030/17,1700391
brownfield-land,,local-authority-eng:PTE,PDL/0031/17,1700392
brownfield-land,,local-authority-eng:PTE,PDL/0032/17,1700393
brownfield-land,,local-authority-eng:PTE,PDL/0033/17,1700394
brownfield-land,,local-authority-eng:PTE,PDL/0034/17,1700395
brownfield-land,,local-authority-eng:PTE,PDL/0035/17,1700396
brownfield-land,,local-authority-eng:PTE,PDL/0036/17,1700397
brownfield-land,,local-authority-eng:PTE,PDL/0037/17,1700398
brownfield-land,,local-authority-eng:PTE,PDL/0038/17,1700399
brownfield-land,,local-authority-eng:PTE,PDL/0039/17,1700400
brownfield-land,,local-authority-eng:PTE,PDL/0040/17,1700401
brownfield-land,,local-authority-eng:PTE,PDL/0041/17,1700402
brownfield-land,,local-authority-eng:PTE,PDL/0042/17,1700403
brownfield-land,,local-authority-eng:PTE,PDL/0043/17,1700404
brownfield-land,,local-authority-eng:PTE,PDL/0044/17,1700405
brownfield-land,,local-authority-eng:PTE,PDL/0045/17,1700406
brownfield-land,,local-authority-eng:PTE,PDL/0046/17,1700407
brownfield-land,,local-authority-eng:PTE,PDL/0047/17,1700408
brownfield-land,,local-authority-eng:PTE,PDL/0048/17,1700409
brownfield-land,,local-authority-eng:PTE,PDL/0049/17,1700410
brownfield-land,,local-authority-eng:PTE,PDL/0050/17,1700411
brownfield-land,,local-authority-eng:PTE,PDL/0051/17,1700412
brownfield-land,,local-authority-eng:PTE,PDL/0052/17,1700413
brownfield-land,,local-authority-eng:PTE,PDL/0053/17,1700414
brownfield-land,,local-authority-eng:PTE,PDL/0054/17,1700415
brownfield-land,,local-authority-eng:PTE,PDL/0055/17,1700416
brownfield-land,,local-authority-eng:PTE,PDL/0056/17,1700417
brownfield-land,,local-authority-eng:PTE,PDL/0057/17,1700418
brownfield-land,,local-authority-eng:PTE,PDL/0058/17,1700419
brownfield-land,,local-authority-eng:PTE,PDL/0059/17,1700420
brownfield-land,,local-authority-eng:PTE,PDL/0060/17,1700421
brownfield-land,,local-authority-eng:PTE,PDL/0061/17,1700422
brownfield-land,,local-authority-eng:PTE,PDL/0062/17,1700423
brownfield-land,,local-authority-eng:PTE,PDL/0063/17,1700424
brownfield-land,,local-authority-eng:PTE,PDL/0065/17,1700425
brownfield-land,,local-authority-eng:PTE,PDL/0066/17,1700426
brownfield-land,,local-authority-eng:PTE,PDL/0067/17,1700427
brownfield-land,,local-authority-eng:PTE,PDL/0068/17,1700428
brownfield-land,,local-authority-eng:PTE,PDL/0069/17,1700429
brownfield-land,,local-authority-eng:PTE,PDL/0070/17,1700430
brownfield-land,,local-authority-eng:PTE,PDL/0071/17,1700431
brownfield-land,,local-authority-eng:PTE,PDL/0072/17,1700432
brownfield-land,,local-authority-eng:PTE,PDL/0073/17,1700433
brownfield-land,,local-authority-eng:PTE,PDL/0075/17,1700434
brownfield-land,,local-authority-eng:HAT,15/01603/FUL,1700435
brownfield-land,,local-authority-eng:HAT,16/00571/PRIOR 16/03378/FUL,1700436
brownfield-land,,local-authority-eng:HAT,16/00883/PRIOR,1700437
brownfield-land,,local-authority-eng:HAT,13/00720/MAJOR,1700438
brownfield-land,,local-authority-eng:HAT,13/01215/MAJOR,1700439
brownfield-land,,local-authority-eng:HAT,15/01083/FUL,1700440
brownfield-land,,local-authority-eng:HAT,15/00276/REM,1700441
brownfield-land,,local-authority-eng:HAT,15/00275/FUL,1700442
brownfield-land,,local-authority-eng:HAT,16/00032/PRIOR,1700443
brownfield-land,,local-authority-eng:HAT,16/00796/PRIOR,1700444
brownfield-land,,local-authority-eng:HAT,17/00828/PRIOR,1700445
brownfield-land,,local-authority-eng:HAT,16/03413/PRIOR,1700446
brownfield-land,,local-authority-eng:HAT,16/03411/PRIOR,1700447
brownfield-land,,local-authority-eng:HAT,14/02101/MAJOR,1700448
brownfield-land,,local-authority-eng:HAT,15/01540/FUL,1700449
brownfield-land,,local-authority-eng:HAT,15/00828/FUL,1700450
brownfield-land,,local-authority-eng:HAT,16/01441/FUL,1700451
brownfield-land,,local-authority-eng:HAT,16/01445/PRIOR,1700452
brownfield-land,,local-authority-eng:HAT,13/02633/MAJOR,1700453
brownfield-land,,local-authority-eng:HAT,16/03072/PRIOR,1700454
